"","manufacturer","user___buyer","project","reference","year_ref","link_reference","model","commercial","living","manufacturer_web_link","typeopc__nephelometer__electrochemical__metal_oxide","oem___sensor_system1","oemfirst_provider","pollutant","sensor_result_unit","availability_of_raw_data","open_source_correction_or_black_box_","field___lab","site","response_time_s","time_resolution_s","averaging_time","units_avg_time","r2_calib","intercepta0","a1slope","a2","a3","a4","a5","model_type_calibration","calibration_type_equation2","int_o3","int_t","int_rh","int_no","int_no2","int_co","int_co2","int_day","x","y","model_type_regression_comparison","r2","intercept","slope","rmse","mae","bias","nrmse__","min_data_recovery_","max_data_recovery_","intra_model_variability_mean_field_value_µg_m3","t__c","rh__","x__failure","no2__sensitivity_coeff_ppb_ppb_or_ppm","no__sensitivity_coeff_ppb_ppb_or_ppm","co__sensitivity_coeff_ppb_ppm","o3__sensitivity_coeff_ppb_ppb_or_ppm","so2__sensitivity_coeff_ppb_ppb_or_ppm","temp__sensitivity_coeff_ppb__c","rh__sensitivity_coeff_ppb__","u","type_of_u","rsd_100_1000_µg_m3__","rsd___100_µg_m3__","min_accuracy","max_accuracy","units_accuracy","lod","units_lod","lod_100_1000_µg_m3_µg_m3","lod___100_µg_m3_µg_m3","range","units_range","precison","units_precision","repteability_at_100_ppb","reproducibility_between_sensors_r2","dss_drift","dls_drift_ppb_day","dep_part_composition","impact_part_compositions__","dep_part_size","impact_part_size__","dep_rh","impact_rh__","dep_t","impact_t__","long_term_performance","price","currency","link_reference__1","comments","operator_added_by","id_ref","time_avg"
"1064","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM1","µg/m3","N","black box","FIELD","rural",NA,"  60"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.711900"," 1.523000e+00","    0.817800",NA,NA,NA,NA,NA,NA,"10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","1 hour"
"1065","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM1","µg/m3","N","black box","FIELD","rural",NA,"  60"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.716600"," 1.285400e+00","    0.843400",NA,NA,NA,NA,NA,NA,"10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","1 hour"
"1066","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM1","µg/m3","N","black box","FIELD","rural",NA,"  60","24.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.905800"," 1.594900e+00","    0.831600",NA,NA,NA,NA,NA,NA,"10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","24 hour"
"1067","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM1","µg/m3","N","black box","FIELD","rural",NA,"  60","24.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.870500"," 1.256100e+00","    0.838600",NA,NA,NA,NA,NA,NA,"10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","24 hour"
"1068","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM1","µg/m3","N","black box","FIELD","rural",NA,"  60","24.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.881000"," 9.495000e-01","    0.874600",NA,NA,NA,NA,NA,NA,"10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","24 hour"
"1069","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60"," 5.0","min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.564900"," 4.972700e+00","    0.526900",NA,NA,NA,NA,NA,NA,"15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","5 min"
"1070","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60"," 5.0","min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.549600"," 5.109300e+00","    0.514700",NA,NA,NA,NA,NA,NA,"15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","5 min"
"1071","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60"," 5.0","min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.555200"," 4.991400e+00","    0.528700",NA,NA,NA,NA,NA,NA,"15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","5 min"
"1072","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.612000"," 4.784400e+00","    0.538300",NA,NA,NA,NA,NA,NA,"15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","1 hour"
"1073","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.583600"," 4.938800e+00","    0.524700",NA,NA,NA,NA,NA,NA,"15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","1 hour"
"1074","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.590100"," 4.816200e+00","    0.539500",NA,NA,NA,NA,NA,NA,"15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","1 hour"
"1075","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60","24.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.772500"," 4.176500e+00","    0.541300",NA,NA,NA,NA,NA,NA,"15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","24 hour"
"1076","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60","24.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.745100"," 4.915700e+00","    0.522600",NA,NA,NA,NA,NA,NA,"15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","24 hour"
"1077","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60","24.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.741600"," 4.880000e+00","    0.534000",NA,NA,NA,NA,NA,NA,"15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","24 hour"
"1078","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","BAM","linear","0.548500"," 5.682600e+00","    0.594200",NA,NA,NA,NA,NA,NA,"15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","1 hour"
"1079","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","BAM","linear","0.518400"," 5.953100e+00","    0.572400",NA,NA,NA,NA,NA,NA,"15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","1 hour"
"1080","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","BAM","linear","0.513500"," 5.943100e-01","    0.581100",NA,NA,NA,NA,NA,NA,"15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","1 hour"
"1081","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60","24.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","BAM","linear","0.571400"," 6.273500e+00","    0.542100",NA,NA,NA,NA,NA,NA,"15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","24 hour"
"1082","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60","24.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","BAM","linear","0.534000"," 6.601500e+00","    0.515000",NA,NA,NA,NA,NA,NA,"18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","24 hour"
"1083","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM2.5","µg/m3","N","black box","FIELD","rural",NA,"  60","24.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","BAM","linear","0.522800"," 6.643600e+00","    0.521600",NA,NA,NA,NA,NA,NA,"18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","24 hour"
"1084","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM10","µg/m3","N","black box","FIELD","rural",NA,"  60"," 5.0","min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.050700"," 2.636800e+01","    0.553100",NA,NA,NA,NA,NA,NA,"18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","5 min"
"1085","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM10","µg/m3","N","black box","FIELD","rural",NA,"  60"," 5.0","min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.040100"," 2.743000e+01","    0.493100",NA,NA,NA,NA,NA,NA,"18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","5 min"
"1086","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM10","µg/m3","N","black box","FIELD","rural",NA,"  60"," 5.0","min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.038800"," 2.748700e+01","    0.491400",NA,NA,NA,NA,NA,NA,"18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","5 min"
"1087","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM10","µg/m3","N","black box","FIELD","rural",NA,"  60"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.060200"," 2.613900e+01","    0.563900",NA,NA,NA,NA,NA,NA,"18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","1 hour"
"1088","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM10","µg/m3","N","black box","FIELD","rural",NA,"  60"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.047500"," 2.725500e+01","    0.501600",NA,NA,NA,NA,NA,NA,"18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","1 hour"
"1089","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM10","µg/m3","N","black box","FIELD","rural",NA,"  60"," 1.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.045900"," 2.730600e+01","    0.500000",NA,NA,NA,NA,NA,NA,"18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","1 hour"
"1090","AirThinx",NA,NA,"AQ-SPEC","2018","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18","AirThinx","Y","Y","https://airthinx.io/products/iaq/","OPC","sensor system","PMS5003","PM10","µg/m3","N","black box","FIELD","rural",NA,"  60","24.0","hour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sensor","GRIMM","linear","0.065500"," 2.732300e+01","    0.497800",NA,NA,NA,NA,NA,NA,"18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1000","USD","http://www.aqmd.gov/docs/default-source/aq-spec/field-evaluations/airthinx-iaq--field-evaluation.pdf?sfvrsn=18",NA,"JRC-FK"," 3","24 hour"
